        vg_image_id,topname,altname,responses,domain
2376843,sandwich,burger,"{'sandwich': 27, 'burger': 3, 'food': 3}",food
2376845,mask,helmet,"{'mask': 18, 'helmet': 11, 'hat': 2}",clothing
2376852,giraffe,,{'giraffe': 36},animals_plants
2376853,giraffe,,{'giraffe': 30},animals_plants
2376859,toilet,fountain,"{'toilet': 21, 'fountain': 3, 'sink': 2, 'toilet bowl': 2, 'water fountain': 2, 'bidet': 2}",home
2376863,skier,man,"{'skier': 16, 'man': 6, 'person': 5, 'snowboarder': 4}",people
2376864,skier,man,"{'skier': 25, 'man': 7}",people
2376868,woman,,{'woman': 31},people
2376871,woman,person,"{'woman': 28, 'person': 2}",people
2376879,plane,airplane,"{'plane': 10, 'airplane': 8}",vehicles
2376882,desk,table,"{'desk': 22, 'table': 9}",home
2376883,man,woman,"{'man': 11, 'woman': 7, 'person': 2, 'human': 1}",people
2376888,motorcycle,bike,"{'motorcycle': 31, 'bike': 5}",vehicles
2376892,building,house,"{'building': 16, 'house': 12}",buildings
2376896,pizza,slice,"{'pizza': 33, 'slice': 2}",food
2376897,woman,person,"{'woman': 16, 'person': 6, 'girl': 3, 'female': 1}",people
2376907,horse,,{'horse': 28},animals_plants
2376909,horse,,{'horse': 28},animals_plants
2376914,bed,,{'bed': 33},home
2376919,horse,,{'horse': 33},animals_plants
2376920,train,,{'train': 32},vehicles
2376921,horse,,{'horse': 34},animals_plants
2376930,man,player,"{'man': 7, 'player': 7, 'boy': 7, 'frisbee player': 2, 'kid': 2, 'woman': 2, 'athlete': 2, 'person': 2, 'child': 2, 'human': 1}",people
2376932,chair,,{'chair': 33},home
2376933,dog,animal,"{'dog': 28, 'animal': 2, 'canine': 1}",animals_plants
2376936,person,woman,"{'person': 9, 'woman': 8, 'girl': 6, 'boy': 3, 'teen': 2}",people
2376937,sandwich,burger,"{'sandwich': 23, 'burger': 8, 'food': 3}",food
2376939,dresser,bureau,"{'dresser': 15, 'table': 2, 'wooden': 2, 'cabinet': 2, 'bureau': 2, 'wood': 2, 'chest': 1}",home
2376944,man,person,"{'man': 20, 'person': 3, 'player': 2, 'tennis player': 2}",people
2376946,food,pizza,"{'food': 13, 'pizza': 8, 'sauce': 6, 'lasagna': 4, 'pasta': 2}",food
2376951,giraffe,,{'giraffe': 30},animals_plants
2376952,zebra,,{'zebra': 32},animals_plants
2376953,suit,jacket,"{'suit': 18, 'jacket': 7}",clothing
2376957,cat,,{'cat': 35},animals_plants
2376960,pizza,,{'pizza': 31},food
2376962,sandwich,burger,"{'sandwich': 15, 'burger': 8, 'hamburger': 3, 'food': 2}",food
2376963,dress,,{'dress': 33},clothing
2376971,shirt,,{'shirt': 32},clothing
2376974,ostrich,bird,"{'ostrich': 25, 'bird': 8, 'emu': 2}",animals_plants
2376982,train,,{'train': 36},vehicles
2376985,shirt,suit,"{'shirt': 26, 'suit': 2}",clothing
2376993,airplane,jet,"{'airplane': 13, 'jet': 11, 'plane': 6, 'fighter jet': 2}",vehicles
2376997,helicopter,airplane,"{'helicopter': 32, 'airplane': 4}",vehicles
2376999,sandwich,food,"{'sandwich': 29, 'food': 3, 'bread': 2}",food
2377003,airplane,plane,"{'airplane': 20, 'plane': 13, 'jet': 2}",vehicles
2377005,jacket,coat,"{'jacket': 18, 'coat': 8}",clothing
2377006,man,pitcher,"{'man': 9, 'pitcher': 8, 'baseball player': 6, 'player': 5, 'person': 4}",people
2377008,truck,,{'truck': 27},vehicles
2377011,plane,airplane,"{'plane': 18, 'airplane': 15, 'aircraft': 2}",vehicles
2377019,pizza,food,"{'pizza': 33, 'food': 2}",food
2377030,bed,,{'bed': 35},home
2377052,tent,canopy,"{'tent': 22, 'canopy': 6, 'awning': 2}",buildings
2377055,horse,,{'horse': 26},animals_plants
2377057,train,,{'train': 35},vehicles
2377061,horse,,{'horse': 36},animals_plants
2377064,giraffe,,{'giraffe': 35},animals_plants
2377067,food,bread,"{'food': 13, 'bread': 5, 'pita': 4, 'crepe': 3, 'tortilla': 2}",food
2377069,airplane,plane,"{'airplane': 22, 'plane': 11}",vehicles
2377072,truck,vehicle,"{'truck': 26, 'vehicle': 2}",vehicles
2377082,shirt,t-shirt,"{'shirt': 26, 't-shirt': 8}",clothing
2377083,boat,paddle boat,"{'boat': 25, 'paddle boat': 7}",vehicles
2377085,man,person,"{'man': 26, 'person': 3, 'human': 1}",people
2377086,jacket,coat,"{'jacket': 19, 'coat': 10, 'dress': 3}",clothing
2377089,woman,person,"{'woman': 23, 'person': 6, 'girl': 2}",people
2377094,bed,bed sheet,"{'bed': 30, 'bed sheet': 3}",home
2377096,rug,carpet,"{'rug': 10, 'floor': 4, 'carpet': 4, 'bed': 3}",home
2377097,chair,,{'chair': 33},home
2377100,man,baseball player,"{'man': 11, 'baseball player': 9, 'batter': 4, 'player': 4, 'person': 1, 'male': 1}",people
2377123,zebra,,{'zebra': 34},animals_plants
2377124,bed,,{'bed': 33},home
2377125,horse,,{'horse': 34},animals_plants
2377127,skier,woman,"{'skier': 18, 'woman': 12, 'person': 3}",people
2377133,woman,girl,"{'woman': 23, 'girl': 8, 'person': 3}",people
2377137,boat,ship,"{'boat': 34, 'ship': 2}",vehicles
2377138,man,person,"{'man': 31, 'person': 2}",people
2377146,girl,child,"{'girl': 16, 'child': 13, 'kid': 2, 'person': 2}",people
2377153,man,player,"{'man': 10, 'player': 6, 'athlete': 4, 'baseball player': 4, 'person': 2, 'batter': 2}",people
2377160,bird,pelican,"{'bird': 18, 'pelican': 6, 'stork': 2}",animals_plants
2377171,bird,,{'bird': 34},animals_plants
2377173,zebra,,{'zebra': 36},animals_plants
2377174,plane,airplane,"{'plane': 19, 'airplane': 13}",vehicles
2377176,counter,countertop,"{'counter': 17, 'countertop': 3}",home
2377179,dog,,{'dog': 32},animals_plants
2377180,car,,{'car': 33},vehicles
2377182,airplane,plane,"{'airplane': 19, 'plane': 12, 'jet': 2}",vehicles
2377183,cat,,{'cat': 34},animals_plants
2377184,bed,,{'bed': 35},home
2377186,desk,table,"{'desk': 29, 'table': 6}",home
2377188,bench,couch,"{'bench': 7, 'couch': 6, 'chair': 2, 'sofa': 2, 'bed': 2, 'seat': 1}",home
2377192,bread,food,"{'bread': 26, 'food': 2}",food
2377195,motorcycle,bike,"{'motorcycle': 25, 'moped': 2, 'bike': 2, 'motorbike': 1}",vehicles
2377202,train,,{'train': 33},vehicles
2377204,train,,{'train': 35},vehicles
2377210,table,,{'table': 18},home
2377214,food,cereal,"{'food': 14, 'cereal': 6, 'granola': 3}",food
2377216,boat,ship,"{'boat': 30, 'ship': 6}",vehicles
2377219,boat,rowboat,"{'boat': 31, 'rowboat': 3}",vehicles
2377220,train,,{'train': 32},vehicles
2377223,woman,girl,"{'woman': 22, 'girl': 3, 'player': 2}",people
2377231,shirt,jacket,"{'shirt': 31, 'jacket': 3}",clothing
2377232,woman,person,"{'woman': 27, 'person': 3, 'female': 1}",people
2377236,pan,tray,"{'pan': 17, 'tray': 3}",home
2377243,zebra,,{'zebra': 36},animals_plants
2377244,cow,,{'cow': 32},animals_plants
2377245,boat,,{'boat': 33},vehicles
2377246,table,,{'table': 28},home
2377249,cat,,{'cat': 30},animals_plants
2377254,couch,sofa,"{'couch': 25, 'sofa': 8}",home
2377255,counter,cupboard,"{'counter': 20, 'countertop': 2, 'cupboard': 3, 'kitchen counter': 2, 'cabinet': 2}",home
2377259,table,desk,"{'table': 20, 'desk': 5, 'counter': 2}",home
2377263,desk,table,"{'desk': 24, 'table': 2}",home
2377266,boy,child,"{'boy': 20, 'child': 9, 'kid': 3}",people
2377267,chair,,{'chair': 32},home
2377269,garage,building,"{'garage': 26, 'building': 2}",buildings
2377270,bathtub,tub,"{'bathtub': 20, 'washbasin': 2, 'tub': 9, 'bath': 2}",home
2377284,horse,,{'horse': 34},animals_plants
2377285,desk,table,"{'desk': 26, 'table': 6}",home
2377291,cup,bottle,"{'cup': 14, 'bottle': 10, 'water bottle': 2, 'drink': 2, 'container': 1}",home
2377301,chair,bench,"{'chair': 28, 'bench': 4}",home
2377305,child,girl,"{'child': 12, 'girl': 12, 'baby': 4, 'toddler': 3, 'kid': 3, 'person': 1}",people
2377306,giraffe,,{'giraffe': 33},animals_plants
2377312,bench,,{'bench': 35},home
2377329,shirt,,{'shirt': 31},clothing
2377330,meat,food,"{'meat': 26, 'food': 2}",food
2377331,table,,{'table': 24},home
2377333,truck,wheel,"{'truck': 24, 'wheel': 5, 'vehicle': 4}",vehicles
2377335,shirt,t-shirt,"{'shirt': 25, 't-shirt': 9}",clothing
2377336,man,boy,"{'man': 15, 'person': 6, 'boy': 6, 'male': 1}",people
2377337,sheep,statue,"{'sheep': 11, 'statue': 9, 'lamb': 4, 'animal': 2}",animals_plants
2377340,bowl,,{'bowl': 30},home
2377343,plane,airplane,"{'plane': 16, 'airplane': 13, 'jet': 2}",vehicles
2377344,curtain,drape,"{'curtain': 28, 'drape': 3}",home
2377345,airplane,plane,"{'airplane': 21, 'plane': 13}",vehicles
2377346,giraffe,,{'giraffe': 29},animals_plants
2377348,boy,child,"{'boy': 16, 'child': 12, 'tennis player': 3}",people
2377353,cat,,{'cat': 35},animals_plants
2377358,house,home,"{'house': 32, 'home': 1, 'building': 1}",buildings
2377361,train,,{'train': 36},vehicles
2377362,horse,,{'horse': 32},animals_plants
2377366,train,,{'train': 33},vehicles
2377375,bench,chair,"{'bench': 25, 'chair': 6, 'table': 2}",home
2377377,horse,,{'horse': 34},animals_plants
2377383,bird,duck,"{'bird': 26, 'duck': 3}",animals_plants
2377385,dog,animal,"{'dog': 34, 'animal': 2}",animals_plants
2377392,jacket,sweatshirt,"{'jacket': 14, 'sweatshirt': 4, 'coat': 3, 'hoodie': 3}",clothing
2377394,train,,{'train': 33},vehicles
2377395,counter,countertop,"{'counter': 21, 'countertop': 3}",home
2377396,woman,girl,"{'woman': 21, 'girl': 2, 'female': 1}",people
2377397,giraffe,animal,"{'giraffe': 30, 'animal': 2}",animals_plants
2377402,shirt,,{'shirt': 32},clothing
2377407,child,batter,"{'child': 9, 'batter': 7, 'boy': 7, 'baseball player': 5, 'player': 2, 'person': 1, 'kid': 1}",people
2377410,horse,,{'horse': 29},animals_plants
2377412,zebra,,{'zebra': 32},animals_plants
2377413,table,,{'table': 19},home
2377415,coffee maker,appliance,"{'coffee maker': 26, 'coffee pot': 2, 'appliance': 3, 'coffee machine': 2}",people
2377417,cake,,{'cake': 35},food
2377424,snowboarder,person,"{'snowboarder': 14, 'person': 11, 'skier': 3, 'woman': 2}",people
2377425,bench,chair,"{'bench': 33, 'chair': 2}",home
2377429,couch,sofa,"{'couch': 23, 'sofa': 8, 'bed': 1}",home
2377437,giraffe,,{'giraffe': 33},animals_plants
2377439,shirt,clothing,"{'shirt': 25, 'clothing': 2, 'outfit': 2}",clothing
2377441,snowboarder,man,"{'snowboarder': 19, 'man': 7, 'person': 4, 'boy': 2}",people
2377443,curtain,window,"{'curtain': 21, 'window': 10, 'blind': 1}",home
2377446,bed,cot,"{'bed': 33, 'cot': 2}",home
2377450,bridge,,{'bridge': 33},buildings
2377455,boat,,{'boat': 32},vehicles
2377456,truck,car,"{'truck': 22, 'car': 5, 'pickup': 2, 'vehicle': 2}",vehicles
2377458,woman,person,"{'woman': 27, 'person': 3}",people
2377461,desk,table,"{'desk': 15, 'table': 5}",home
2377471,pizza,food,"{'pizza': 20, 'food': 4}",food
2377473,airplane,plane,"{'airplane': 22, 'plane': 11}",vehicles
2377477,rug,carpet,"{'rug': 23, 'carpet': 6}",home
2377481,child,girl,"{'child': 15, 'girl': 8, 'kid': 4, 'person': 1, 'baby': 1}",people
2377483,woman,person,"{'woman': 27, 'person': 4, 'girl': 2, 'lady': 2}",people
2377487,shirt,jacket,"{'shirt': 19, 'jacket': 7, 'coat': 3}",clothing
2377491,man,hoodie,"{'man': 20, 'hoodie': 4, 'boy': 3, 'person': 1, 'male': 1}",people
2377492,car,vehicle,"{'car': 29, 'vehicle': 2}",vehicles
2377497,jacket,shirt,"{'jacket': 21, 'shirt': 6, 'coat': 4, 'wrap': 1}",clothing
2377507,giraffe,,{'giraffe': 26},animals_plants
2377508,bench,chair,"{'bench': 32, 'chair': 2}",home
2377511,boy,child,"{'boy': 18, 'child': 10, 'kid': 2, 'person': 2, 'man': 1}",people
2377514,bread,toast,"{'bread': 16, 'toast': 6, 'food': 2}",food
2377515,horse,,{'horse': 34},animals_plants
2377518,man,soccer player,"{'man': 10, 'player': 7, 'soccer player': 7, 'boy': 3, 'male': 1, 'person': 1}",people
2377520,bridge,,{'bridge': 34},buildings
2377522,boy,child,"{'boy': 23, 'child': 6}",people
2377532,building,house,"{'building': 22, 'house': 5}",buildings
2377534,boat,,{'boat': 35},vehicles
2377538,cabinet,entertainment center,"{'cabinet': 12, 'entertainment center': 5, 'furniture': 1}",home
2377541,dog,,{'dog': 33},animals_plants
2377542,shirt,t-shirt,"{'shirt': 22, 'dress': 2, 't-shirt': 2}",clothing
2377546,bird,seagull,"{'bird': 21, 'seagull': 6}",animals_plants
2377549,sheep,,{'sheep': 27},animals_plants
2377558,car,vehicle,"{'car': 31, 'vehicle': 4}",vehicles
2377564,sandwich,burger,"{'sandwich': 16, 'burger': 9, 'hamburger': 4}",food
2377566,horse,animal,"{'horse': 33, 'animal': 2}",animals_plants
2377569,cabinet,cupboard,"{'cabinet': 23, 'cupboard': 8}",home
2377570,woman,,{'woman': 30},people
2377571,sink,vanity,"{'sink': 20, 'vanity': 6, 'counter': 4}",home
2377572,sink,counter,"{'sink': 14, 'counter': 11, 'vanity': 2}",home
2377573,dog,,{'dog': 29},animals_plants
2377574,cat,kitten,"{'cat': 30, 'kitten': 4}",animals_plants
2377575,boy,child,"{'boy': 15, 'child': 7, 'kid': 3, 'person': 2}",people
2377576,couch,sofa,"{'couch': 18, 'sofa': 14}",home
2377587,zebra,,{'zebra': 29},animals_plants
2377594,man,person,"{'man': 27, 'person': 1}",people
2377597,bed,bed sheet,"{'bed': 27, 'bed sheet': 3, 'bedspread': 2}",home
2377598,man,person,"{'man': 26, 'person': 1}",people
2377599,airplane,plane,"{'airplane': 21, 'plane': 13}",vehicles
2377606,dress,clothing,"{'dress': 25, 'clothing': 1}",clothing
2377607,boy,skateboarder,"{'boy': 9, 'skateboarder': 8, 'skater': 5, 'person': 3, 'child': 3, 'man': 1}",people
2377610,bed,,{'bed': 21},home
2377614,table,bar,"{'table': 16, 'bar': 9, 'counter': 8}",home
2377616,giraffe,,{'giraffe': 29},animals_plants
2377622,bridge,overpass,"{'bridge': 30, 'overpass': 2}",buildings
2377627,bowl,plate,"{'bowl': 23, 'plate': 5}",home
2377628,flowers,flower,"{'flowers': 11, 'vase': 8, 'flower': 8, 'flower vase': 2}",animals_plants
2377632,house,building,"{'house': 28, 'building': 1}",buildings
2377633,motorcycle,scooter,"{'motorcycle': 23, 'scooter': 5, 'moped': 3, 'bike': 2, 'motorbike': 1}",vehicles
2377635,cat,,{'cat': 36},animals_plants
2377637,van,car,"{'van': 24, 'car': 4, 'vehicle': 2, 'bus': 2}",vehicles
2377638,truck,,{'truck': 34},vehicles
2377639,man,player,"{'man': 10, 'baseball player': 7, 'player': 7, 'batter': 6, 'athlete': 2, 'person': 1}",people
2377649,grass,field,"{'grass': 10, 'field': 9, 'pasture': 6}",animals_plants
2377650,bed,bed sheet,"{'bed': 32, 'bed sheet': 2}",home
2377653,man,person,"{'man': 24, 'person': 3, 'kayaker': 2, 'male': 1}",people
2377658,desk,table,"{'desk': 13, 'table': 8}",home
2377661,booth,bench,"{'booth': 11, 'bench': 10}",home
2377664,bench,chair,"{'bench': 29, 'chair': 2}",home
2377665,baseball player,man,"{'baseball player': 9, 'man': 7, 'batter': 7, 'player': 4, 'person': 3}",people
2377666,cake,,{'cake': 36},food
2377667,train,,{'train': 34},vehicles
2377675,bench,chair,"{'bench': 31, 'chair': 3}",home
2377678,horse,animal,"{'horse': 32, 'animal': 2}",animals_plants
2377680,jacket,suit,"{'jacket': 16, 'suit': 8, 'suit coat': 2, 'suit jacket': 2, 'coat': 1, 'dress': 1}",clothing
2377682,train,,{'train': 33},vehicles
2377686,pen,fence,"{'pen': 7, 'stable': 6, 'fence': 6, 'corral': 4}",clothing
2377691,hotdog,food,"{'hotdog': 21, 'food': 4, 'sandwich': 3, 'sausage': 2, 'frankfurter': 1}",food
2377696,bed,blanket,"{'bed': 23, 'blanket': 5}",home
2377697,cat,kitten,"{'cat': 27, 'kitten': 2}",animals_plants
2377698,zebra,,{'zebra': 36},animals_plants
2377708,giraffe,,{'giraffe': 35},animals_plants
2377709,hat,cowboy hat,"{'hat': 30, 'cowboy hat': 3, 'cap': 2}",clothing
2377711,sandwich,barbecue sandwich,"{'sandwich': 22, 'bun': 2, 'barbecue sandwich': 2, 'food': 2}",food
2377712,bed,,{'bed': 32},home
2377714,suit,jacket,"{'suit': 16, 'jacket': 11, 'suit jacket': 2, 'blazer': 2}",clothing
2377717,desk,table,"{'desk': 16, 'table': 5}",home
2377720,man,skateboarder,"{'man': 13, 'skateboarder': 11, 'skater': 10, 'person': 1}",people
2377722,cow,animal,"{'cow': 27, 'animal': 2}",animals_plants
2377723,blender,juicer,"{'blender': 33, 'juicer': 2}",home
2377724,cat,,{'cat': 32},animals_plants
2377726,pan,bowl,"{'pan': 12, 'bowl': 5}",home
2377727,boy,batter,"{'boy': 8, 'batter': 5, 'baseball player': 4, 'child': 4, 'player': 3, 'person': 2, 'kid': 2}",people
2377730,bench,chair,"{'bench': 29, 'chair': 3}",home
2377731,shirt,vest,"{'shirt': 14, 'vest': 6, 'jacket': 3, 'dress': 1}",clothing
2377737,desk,table,"{'desk': 19, 'table': 4, 'desktop': 2}",home
2377738,woman,person,"{'woman': 20, 'person': 3}",people
2377740,fence,lattice,"{'fence': 5, 'lattice': 3, 'wall': 1}",buildings
2377741,pizza,cheese,"{'pizza': 20, 'cheese': 7, 'toppings': 5}",food
2377746,shirt,t-shirt,"{'shirt': 23, 't-shirt': 12}",clothing
2377751,airplane,plane,"{'airplane': 24, 'plane': 10}",vehicles
2377759,boy,skater,"{'boy': 12, 'skater': 8, 'skateboarder': 5, 'person': 4, 'man': 2}",people
2377761,man,,{'man': 29},people
2377772,urinal,toilet,"{'urinal': 18, 'toilet': 8, 'bidet': 2}",home
2377777,boy,child,"{'boy': 20, 'child': 5, 'kid': 3, 'person': 2}",people
2377778,airplane,plane,"{'airplane': 20, 'plane': 15}",vehicles
2377779,vase,pot,"{'vase': 29, 'pot': 3, 'jug': 2, 'jar': 1}",home
2377783,catcher,man,"{'catcher': 18, 'man': 7, 'person': 3, 'athlete': 2, 'baseball player': 2}",people
2377787,blender,mixer,"{'blender': 32, 'mixer': 2}",home
2377788,cow,,{'cow': 28},animals_plants
2377792,skateboarder,skater,"{'skateboarder': 10, 'skater': 8, 'man': 6, 'boy': 3, 'person': 2}",people
2377797,horse,,{'horse': 34},animals_plants
2377799,boy,child,"{'boy': 19, 'child': 10, 'tennis player': 3, 'kid': 2}",people
2377801,train,,{'train': 34},vehicles
2377811,bed,,{'bed': 29},home
2377814,table,desk,"{'table': 23, 'desk': 2}",home
2377815,man,soccer player,"{'man': 12, 'soccer player': 10, 'player': 5, 'person': 2}",people
2377819,train,,{'train': 35},vehicles
2377823,cat,kitty,"{'cat': 31, 'kitty': 2, 'feline': 1}",animals_plants
2377825,car,,{'car': 30},vehicles
2377827,shirt,sweater,"{'shirt': 23, 'sweater': 9}",clothing
2377833,cupcake,frosting,"{'cupcake': 23, 'frosting': 5, 'cake': 3, 'icing': 2}",food
2377834,umbrella,canopy,"{'umbrella': 33, 'canopy': 1}",buildings
2377836,table,desk,"{'table': 26, 'desk': 3}",home
2377837,shirt,,{'shirt': 35},clothing
2377838,table,counter,"{'table': 22, 'counter': 3}",home
2377840,cat,,{'cat': 36},animals_plants
2377847,horse,,{'horse': 33},animals_plants
2377848,shirt,jacket,"{'shirt': 13, 'jacket': 8}",clothing
2377849,man,boy,"{'man': 28, 'boy': 2, 'person': 1}",people
2377857,train,engine,"{'train': 24, 'engine': 5}",vehicles
2377859,pizza,,{'pizza': 34},food
2377862,boy,skateboarder,"{'boy': 10, 'skateboarder': 7, 'skater': 4, 'man': 3, 'kid': 2}",people
2377863,woman,mother,"{'woman': 28, 'mother': 5, 'mom': 2}",people
2377864,chair,,{'chair': 30},home
2377865,boy,child,"{'boy': 23, 'child': 7, 'kid': 3}",people
2377867,building,roof,"{'building': 9, 'roof': 7, 'porch': 4, 'house': 3, 'awning': 2, 'overhang': 2, 'structure': 1}",buildings
2377869,desk,table,"{'desk': 22, 'table': 4}",home
2377874,sandwich,food,"{'sandwich': 24, 'food': 7}",food
2377879,skateboarder,skater,"{'skateboarder': 12, 'skater': 6, 'boy': 5, 'person': 4}",people
2377882,bench,chair,"{'bench': 34, 'chair': 2}",home
2377886,van,truck,"{'van': 11, 'truck': 11, 'car': 8, 'vehicle': 2}",vehicles
2377887,ship,boat,"{'ship': 17, 'boat': 14}",vehicles
2377893,pizza,food,"{'pizza': 30, 'food': 5}",food
2377894,sheep,goat,"{'sheep': 17, 'goat': 5, 'lamb': 3}",animals_plants
2377898,horse,,{'horse': 35},animals_plants
2377900,shirt,,{'shirt': 30},clothing
2377904,boat,sail,"{'boat': 15, 'sail': 13, 'wind surfer': 3, 'sailboat': 2, 'sailboard': 2}",vehicles
2377909,pizza,food,"{'pizza': 31, 'food': 3}",food
2377912,pizza,food,"{'pizza': 33, 'food': 3}",food
2377913,pizza,food,"{'pizza': 26, 'cheese': 2, 'food': 2}",food
2377917,building,garage,"{'building': 25, 'garage': 4, 'wall': 3}",buildings
2377926,woman,player,"{'woman': 14, 'person': 4, 'player': 4, 'man': 4, 'frisbee player': 2}",people
2377928,airplane,plane,"{'airplane': 20, 'plane': 16}",vehicles
2377931,airplane,plane,"{'airplane': 20, 'plane': 13}",vehicles
2377932,bench,chair,"{'bench': 31, 'chair': 2}",home
2377934,sandwich,food,"{'sandwich': 26, 'food': 3, 'snack': 2}",food
2377936,boat,ferry,"{'boat': 6, 'ferry': 3, 'dock': 2}",vehicles
2377944,dog,,{'dog': 29},animals_plants
2377946,dog,,{'dog': 33},animals_plants
2377951,surfer,man,"{'surfer': 14, 'man': 11, 'boy': 2}",people
2377958,car,,{'car': 34},vehicles
2377961,shirt,jacket,"{'shirt': 29, 'jacket': 2}",clothing
2377963,bed,,{'bed': 34},home
2377964,woman,shopper,"{'woman': 30, 'shopper': 2, 'lady': 2}",people
2377967,bowl,plate,"{'plate': 9, 'bowl': 9, 'dish': 5, 'platter': 2}",home
2377975,bench,,{'bench': 28},home
2377976,table,dining table,"{'table': 26, 'dining table': 3}",home
2377982,train,,{'train': 32},vehicles
2377984,truck,firetruck,"{'truck': 25, 'firetruck': 4, 'vehicle': 3}",vehicles
